"TIME","GEO","UNIT","WAT_PROC","Value","Flag and Footnotes"
"2000","Aragón","Million cubic metres","Precipitation","30,137.98",""
"2000","Aragón","Million cubic metres","Actual evapotranspiration","19,820.38",""
"2000","Aragón","Million cubic metres","Internal Flow","10,317.6",""
"2000","Aragón","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Aragón","Million cubic metres","Total actual outflow",":",""
"2000","Aragón","Million cubic metres","Renewable freshwater resources",":",""
"2000","Aragón","Million cubic metres","Recharge into the aquifer",":",""
"2000","Aragón","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Comunidad de Madrid","Million cubic metres","Precipitation","4,737.95",""
"2000","Comunidad de Madrid","Million cubic metres","Actual evapotranspiration","3,134.24",""
"2000","Comunidad de Madrid","Million cubic metres","Internal Flow","1,603.71",""
"2000","Comunidad de Madrid","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Comunidad de Madrid","Million cubic metres","Total actual outflow",":",""
"2000","Comunidad de Madrid","Million cubic metres","Renewable freshwater resources",":",""
"2000","Comunidad de Madrid","Million cubic metres","Recharge into the aquifer",":",""
"2000","Comunidad de Madrid","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Castilla y León","Million cubic metres","Precipitation",":",""
"2000","Castilla y León","Million cubic metres","Actual evapotranspiration","41,237.5",""
"2000","Castilla y León","Million cubic metres","Internal Flow","23,262.25",""
"2000","Castilla y León","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Castilla y León","Million cubic metres","Total actual outflow","21,779.56",""
"2000","Castilla y León","Million cubic metres","Renewable freshwater resources",":",""
"2000","Castilla y León","Million cubic metres","Recharge into the aquifer",":",""
"2000","Castilla y León","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Castilla-la Mancha","Million cubic metres","Precipitation","37,547.19",""
"2000","Castilla-la Mancha","Million cubic metres","Actual evapotranspiration","30,486.87",""
"2000","Castilla-la Mancha","Million cubic metres","Internal Flow","7,060.33",""
"2000","Castilla-la Mancha","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Castilla-la Mancha","Million cubic metres","Total actual outflow",":",""
"2000","Castilla-la Mancha","Million cubic metres","Renewable freshwater resources",":",""
"2000","Castilla-la Mancha","Million cubic metres","Recharge into the aquifer",":",""
"2000","Castilla-la Mancha","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Extremadura","Million cubic metres","Precipitation","27,086.34",""
"2000","Extremadura","Million cubic metres","Actual evapotranspiration","17,695.46",""
"2000","Extremadura","Million cubic metres","Internal Flow","9,390.88",""
"2000","Extremadura","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Extremadura","Million cubic metres","Total actual outflow","17,532.29",""
"2000","Extremadura","Million cubic metres","Renewable freshwater resources",":",""
"2000","Extremadura","Million cubic metres","Recharge into the aquifer",":",""
"2000","Extremadura","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Cataluña","Million cubic metres","Precipitation","20,068.85",""
"2000","Cataluña","Million cubic metres","Actual evapotranspiration","15,154.8",""
"2000","Cataluña","Million cubic metres","Internal Flow","4,914.05",""
"2000","Cataluña","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Cataluña","Million cubic metres","Total actual outflow","401.48",""
"2000","Cataluña","Million cubic metres","Renewable freshwater resources",":",""
"2000","Cataluña","Million cubic metres","Recharge into the aquifer",":",""
"2000","Cataluña","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Comunidad Valenciana","Million cubic metres","Precipitation","10,554.57",""
"2000","Comunidad Valenciana","Million cubic metres","Actual evapotranspiration","7,294.02",""
"2000","Comunidad Valenciana","Million cubic metres","Internal Flow","3,260.55",""
"2000","Comunidad Valenciana","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Comunidad Valenciana","Million cubic metres","Total actual outflow","0.14",""
"2000","Comunidad Valenciana","Million cubic metres","Renewable freshwater resources",":",""
"2000","Comunidad Valenciana","Million cubic metres","Recharge into the aquifer",":",""
"2000","Comunidad Valenciana","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Illes Balears","Million cubic metres","Precipitation","1,693.23",""
"2000","Illes Balears","Million cubic metres","Actual evapotranspiration","1,510.09",""
"2000","Illes Balears","Million cubic metres","Internal Flow","183.14",""
"2000","Illes Balears","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Illes Balears","Million cubic metres","Total actual outflow",":",""
"2000","Illes Balears","Million cubic metres","Renewable freshwater resources",":",""
"2000","Illes Balears","Million cubic metres","Recharge into the aquifer",":",""
"2000","Illes Balears","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Andalucía","Million cubic metres","Precipitation","51,994.45",""
"2000","Andalucía","Million cubic metres","Actual evapotranspiration","36,290.36",""
"2000","Andalucía","Million cubic metres","Internal Flow","15,704.08",""
"2000","Andalucía","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Andalucía","Million cubic metres","Total actual outflow","69.69",""
"2000","Andalucía","Million cubic metres","Renewable freshwater resources",":",""
"2000","Andalucía","Million cubic metres","Recharge into the aquifer",":",""
"2000","Andalucía","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Región de Murcia","Million cubic metres","Precipitation","3,068.69",""
"2000","Región de Murcia","Million cubic metres","Actual evapotranspiration","2,735.79",""
"2000","Región de Murcia","Million cubic metres","Internal Flow","332.9",""
"2000","Región de Murcia","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Región de Murcia","Million cubic metres","Total actual outflow",":",""
"2000","Región de Murcia","Million cubic metres","Renewable freshwater resources",":",""
"2000","Región de Murcia","Million cubic metres","Recharge into the aquifer",":",""
"2000","Región de Murcia","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Canarias (ES)","Million cubic metres","Precipitation","1,461.86",""
"2000","Canarias (ES)","Million cubic metres","Actual evapotranspiration","1,145.22",""
"2000","Canarias (ES)","Million cubic metres","Internal Flow","316.64",""
"2000","Canarias (ES)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Canarias (ES)","Million cubic metres","Total actual outflow",":",""
"2000","Canarias (ES)","Million cubic metres","Renewable freshwater resources",":",""
"2000","Canarias (ES)","Million cubic metres","Recharge into the aquifer",":",""
"2000","Canarias (ES)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Île de France","Million cubic metres","Precipitation",":",""
"2000","Île de France","Million cubic metres","Actual evapotranspiration",":",""
"2000","Île de France","Million cubic metres","Internal Flow",":",""
"2000","Île de France","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Île de France","Million cubic metres","Total actual outflow",":",""
"2000","Île de France","Million cubic metres","Renewable freshwater resources",":",""
"2000","Île de France","Million cubic metres","Recharge into the aquifer",":",""
"2000","Île de France","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Champagne-Ardenne (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2000","Champagne-Ardenne (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2000","Champagne-Ardenne (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2000","Champagne-Ardenne (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Champagne-Ardenne (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2000","Champagne-Ardenne (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2000","Champagne-Ardenne (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2000","Champagne-Ardenne (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Picardie (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2000","Picardie (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2000","Picardie (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2000","Picardie (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Picardie (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2000","Picardie (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2000","Picardie (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2000","Picardie (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Haute-Normandie (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2000","Haute-Normandie (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2000","Haute-Normandie (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2000","Haute-Normandie (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Haute-Normandie (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2000","Haute-Normandie (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2000","Haute-Normandie (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2000","Haute-Normandie (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Centre (FR) (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2000","Centre (FR) (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2000","Centre (FR) (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2000","Centre (FR) (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Centre (FR) (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2000","Centre (FR) (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2000","Centre (FR) (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2000","Centre (FR) (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Basse-Normandie (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2000","Basse-Normandie (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2000","Basse-Normandie (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2000","Basse-Normandie (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Basse-Normandie (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2000","Basse-Normandie (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2000","Basse-Normandie (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2000","Basse-Normandie (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Bourgogne (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2000","Bourgogne (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2000","Bourgogne (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2000","Bourgogne (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Bourgogne (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2000","Bourgogne (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2000","Bourgogne (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2000","Bourgogne (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Nord - Pas-de-Calais (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2000","Nord - Pas-de-Calais (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2000","Nord - Pas-de-Calais (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2000","Nord - Pas-de-Calais (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Nord - Pas-de-Calais (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2000","Nord - Pas-de-Calais (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2000","Nord - Pas-de-Calais (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2000","Nord - Pas-de-Calais (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Lorraine (NUTS 2013)","Million cubic metres","Precipitation","64,499.75",""
"2000","Lorraine (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2000","Lorraine (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2000","Lorraine (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Lorraine (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2000","Lorraine (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2000","Lorraine (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2000","Lorraine (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Alsace (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2000","Alsace (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2000","Alsace (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2000","Alsace (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Alsace (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2000","Alsace (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2000","Alsace (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2000","Alsace (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Franche-Comté (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2000","Franche-Comté (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2000","Franche-Comté (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2000","Franche-Comté (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Franche-Comté (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2000","Franche-Comté (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2000","Franche-Comté (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2000","Franche-Comté (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Pays de la Loire (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2000","Pays de la Loire (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2000","Pays de la Loire (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2000","Pays de la Loire (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Pays de la Loire (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2000","Pays de la Loire (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2000","Pays de la Loire (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2000","Pays de la Loire (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Bretagne (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2000","Bretagne (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2000","Bretagne (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2000","Bretagne (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Bretagne (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2000","Bretagne (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2000","Bretagne (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2000","Bretagne (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Poitou-Charentes (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2000","Poitou-Charentes (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2000","Poitou-Charentes (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2000","Poitou-Charentes (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Poitou-Charentes (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2000","Poitou-Charentes (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2000","Poitou-Charentes (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2000","Poitou-Charentes (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Aquitaine (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2000","Aquitaine (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2000","Aquitaine (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2000","Aquitaine (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Aquitaine (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2000","Aquitaine (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2000","Aquitaine (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2000","Aquitaine (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Midi-Pyrénées (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2000","Midi-Pyrénées (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2000","Midi-Pyrénées (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2000","Midi-Pyrénées (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Midi-Pyrénées (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2000","Midi-Pyrénées (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2000","Midi-Pyrénées (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2000","Midi-Pyrénées (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Limousin (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2000","Limousin (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2000","Limousin (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2000","Limousin (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Limousin (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2000","Limousin (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2000","Limousin (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2000","Limousin (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Rhône-Alpes (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2000","Rhône-Alpes (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2000","Rhône-Alpes (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2000","Rhône-Alpes (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Rhône-Alpes (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2000","Rhône-Alpes (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2000","Rhône-Alpes (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2000","Rhône-Alpes (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Auvergne (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2000","Auvergne (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2000","Auvergne (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2000","Auvergne (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2000","Auvergne (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2000","Auvergne (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2000","Auvergne (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2000","Auvergne (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2000","Languedoc-Roussillon (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2000","Languedoc-Roussillon (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2000","Languedoc-Roussillon (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2000","Languedoc-Roussillon (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
