"TIME","GEO","WW_GTD","SUBSTANCE","UNIT","Value","Flag and Footnotes"
"2009","Região Autónoma dos Açores (PT)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Região Autónoma da Madeira (PT)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Romania","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Nord-Vest","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Centru","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Nord-Est","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Sud-Est","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Sud - Muntenia","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Bucuresti - Ilfov","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Sud-Vest Oltenia","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Vest","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Slovenia","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.21",""
"2009","Vzhodna Slovenija (NUTS 2010)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.17",""
"2009","Zahodna Slovenija (NUTS 2010)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.04",""
"2009","Sweden","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Stockholm","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Östra Mellansverige","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Småland med öarna","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Sydsverige","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Västsverige","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Norra Mellansverige","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Mellersta Norrland","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Övre Norrland","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Iceland","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Former Yugoslav Republic of Macedonia, the","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","9.2",""
"2009","Serbia","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","8.2",""
"2009","Istanbul","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Tekirdag, Edirne, Kirklareli","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Balikesir, Çanakkale","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Izmir","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Aydin, Denizli, Mugla","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Manisa, Afyonkarahisar, Kütahya, Usak","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Bursa, Eskisehir, Bilecik","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Kocaeli, Sakarya, Düzce, Bolu, Yalova","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Ankara","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Konya, Karaman","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Antalya, Isparta, Burdur","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Adana, Mersin","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Hatay, Kahramanmaras, Osmaniye","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Kayseri, Sivas, Yozgat","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Zonguldak, Karabük, Bartin","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Kastamonu, Çankiri, Sinop","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Samsun, Tokat, Çorum, Amasya","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Erzurum, Erzincan, Bayburt","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Agri, Kars, Igdir, Ardahan","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Malatya, Elazig, Bingöl, Tunceli","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Van, Mus, Bitlis, Hakkari","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Gaziantep, Adiyaman, Kilis","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Sanliurfa, Diyarbakir","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2009","Mardin, Batman, Sirnak, Siirt","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0",""
"2010","Bulgaria","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","18.91",""
"2010","Severozapaden","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.53",""
"2010","Severen tsentralen","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","4.09",""
"2010","Severoiztochen","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.24",""
"2010","Yugoiztochen","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.73",""
"2010","Yugozapaden","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","9.03",""
"2010","Yuzhen tsentralen","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","4.29",""
"2010","Czech Republic","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Praha","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Strední Cechy","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Jihozápad","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Severozápad","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Severovýchod","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Jihovýchod","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Strední Morava","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Moravskoslezsko","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Germany (until 1990 former territory of the FRG)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","227.59",""
"2010","Stuttgart","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.78",""
"2010","Karlsruhe","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","18.78",""
"2010","Freiburg","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","13.77",""
"2010","Tübingen","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","6.94",""
"2010","Oberbayern","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","13.3",""
"2010","Niederbayern","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","1.55",""
"2010","Oberpfalz","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","3.98",""
"2010","Oberfranken","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","1.67",""
"2010","Mittelfranken","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.26",""
"2010","Unterfranken","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","2.41",""
"2010","Schwaben","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","5.12",""
"2010","Berlin","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0",""
"2010","Brandenburg","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","17.43",""
"2010","Bremen","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0",""
"2010","Hamburg","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0",""
"2010","Darmstadt","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","2.54",""
"2010","Gießen","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.45",""
"2010","Kassel","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.51",""
"2010","Mecklenburg-Vorpommern","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","7.18",""
"2010","Braunschweig","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","1.65",""
"2010","Hannover","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","6.36",""
"2010","Lüneburg","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.16",""
"2010","Weser-Ems","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.74",""
"2010","Düsseldorf","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","44.93",""
"2010","Köln","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","6.05",""
"2010","Münster","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","19.52",""
"2010","Detmold","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","1.83",""
"2010","Arnsberg","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","1.61",""
"2010","Koblenz","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","1.16",""
"2010","Trier","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.01",""
"2010","Rheinhessen-Pfalz","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","8.83",""
"2010","Saarland","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","1.43",""
"2010","Dresden","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","2.16",""
"2010","Chemnitz","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.99",""
"2010","Leipzig","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","10.96",""
"2010","Sachsen-Anhalt","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","13.52",""
"2010","Schleswig-Holstein","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","5.1",""
"2010","Thüringen","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","3.91",""
"2010","Estonia","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","266.9",""
"2010","Eesti","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Kentriki Makedonia (NUTS 2010)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Dytiki Makedonia (NUTS 2010)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Thessalia (NUTS 2010)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Ipeiros (NUTS 2010)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Ionia Nisia (NUTS 2010)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Dytiki Ellada (NUTS 2010)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Sterea Ellada (NUTS 2010)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Peloponnisos (NUTS 2010)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Attiki","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Voreio Aigaio","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Notio Aigaio","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Kriti","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Croatia","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","2.3",""
"2010","Jadranska Hrvatska","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","1.65",""
"2010","Kontinentalna Hrvatska","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.65",""
"2010","Italy","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Piemonte","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Valle d'Aosta/Vallée d'Aoste","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Liguria","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Lombardia","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Provincia Autonoma di Bolzano/Bozen","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Provincia Autonoma di Trento","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Veneto","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Friuli-Venezia Giulia","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Emilia-Romagna","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Toscana","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Umbria","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Marche","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Lazio","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Abruzzo","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Molise","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Campania","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Puglia","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Basilicata","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Calabria","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Sicilia","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Sardegna","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Cyprus","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Kypros","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Latvia","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","25.4",""
"2010","Latvija","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Lithuania","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Lietuva (NUTS 2013)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Malta","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Austria","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Burgenland (AT)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Niederösterreich","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Wien","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Kärnten","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Steiermark","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Oberösterreich","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
