TIME,GEO,NACE_R2,UNIT,WAT_PROC,Value,Flag and Footnotes
2000,Bremen,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Hamburg,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Darmstadt,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Gie�en,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Kassel,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Mecklenburg-Vorpommern,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Braunschweig,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Hannover,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,L�neburg,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Weser-Ems,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,D�sseldorf,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,K�ln,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,M�nster,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Detmold,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Arnsberg,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Koblenz,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Trier,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Rheinhessen-Pfalz,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Saarland,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Dresden,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Chemnitz,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Leipzig,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Sachsen-Anhalt,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Schleswig-Holstein,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Th�ringen,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Croatia,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Jadranska Hrvatska,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Kontinentalna Hrvatska,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Burgenland (AT),Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Nieder�sterreich,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Wien,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,K�rnten,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Steiermark,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Ober�sterreich,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Salzburg,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Tirol,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Vorarlberg,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,L�dzkie (NUTS 2013),Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Mazowieckie (NUTS 2013),Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Malopolskie,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Slaskie,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Lubelskie (NUTS 2013),Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Podkarpackie (NUTS 2013),Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Swietokrzyskie (NUTS 2013),Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Podlaskie (NUTS 2013),Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Wielkopolskie,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Zachodniopomorskie,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Lubuskie,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Dolnoslaskie,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Opolskie,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Kujawsko-Pomorskie,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Warminsko-Mazurskie,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Pomorskie,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Nord-Vest,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Centru,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Nord-Est,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Sud-Est,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Sud - Muntenia,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Bucuresti - Ilfov,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Sud-Vest Oltenia,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Vest,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Stockholm,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,�stra Mellansverige,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Sm�land med �arna,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Sydsverige,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,V�stsverige,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Norra Mellansverige,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Mellersta Norrland,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,�vre Norrland,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Istanbul,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,"Tekirdag, Edirne, Kirklareli",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,"Balikesir, �anakkale",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Izmir,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,"Aydin, Denizli, Mugla",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,"Manisa, Afyonkarahisar, K�tahya, Usak",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,"Bursa, Eskisehir, Bilecik",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,"Kocaeli, Sakarya, D�zce, Bolu, Yalova",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,Ankara,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,"Konya, Karaman",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,"Antalya, Isparta, Burdur",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,"Adana, Mersin",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,"Hatay, Kahramanmaras, Osmaniye",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,"Kayseri, Sivas, Yozgat",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,"Zonguldak, Karab�k, Bartin",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,"Kastamonu, �ankiri, Sinop",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,"Samsun, Tokat, �orum, Amasya",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,"Trabzon, Ordu, Giresun, Rize, Artvin, G�m�shane",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,"Erzurum, Erzincan, Bayburt",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,"Agri, Kars, Igdir, Ardahan",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,"Malatya, Elazig, Bing�l, Tunceli",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,"Van, Mus, Bitlis, Hakkari",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,"Gaziantep, Adiyaman, Kilis",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,"Sanliurfa, Diyarbakir",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2000,"Mardin, Batman, Sirnak, Siirt",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,R�gion de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Severozapaden,Total - all NACE activities,Percentage,Population connected to public water supply (%),99,
2001,Severen tsentralen,Total - all NACE activities,Percentage,Population connected to public water supply (%),99,
2001,Severoiztochen,Total - all NACE activities,Percentage,Population connected to public water supply (%),100,
2001,Yugoiztochen,Total - all NACE activities,Percentage,Population connected to public water supply (%),100,
2001,Yugozapaden,Total - all NACE activities,Percentage,Population connected to public water supply (%),99,
2001,Yuzhen tsentralen,Total - all NACE activities,Percentage,Population connected to public water supply (%),97,
2001,Praha,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Stredn� Cechy,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Jihoz�pad,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Severoz�pad,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Severov�chod,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Jihov�chod,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Stredn� Morava,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Moravskoslezsko,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Stuttgart,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Karlsruhe,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Freiburg,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,T�bingen,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Oberbayern,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Niederbayern,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Oberpfalz,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Oberfranken,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Mittelfranken,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Unterfranken,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Schwaben,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Berlin,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Brandenburg,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Bremen,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Hamburg,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Darmstadt,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Gie�en,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Kassel,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Mecklenburg-Vorpommern,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Braunschweig,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Hannover,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,L�neburg,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Weser-Ems,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,D�sseldorf,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,K�ln,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,M�nster,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Detmold,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Arnsberg,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Koblenz,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Trier,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Rheinhessen-Pfalz,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Saarland,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Dresden,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Chemnitz,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Leipzig,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Sachsen-Anhalt,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Schleswig-Holstein,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Th�ringen,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Croatia,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Jadranska Hrvatska,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Kontinentalna Hrvatska,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Burgenland (AT),Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Nieder�sterreich,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Wien,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,K�rnten,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Steiermark,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Ober�sterreich,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Salzburg,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Tirol,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Vorarlberg,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,L�dzkie (NUTS 2013),Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Mazowieckie (NUTS 2013),Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Malopolskie,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Slaskie,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Lubelskie (NUTS 2013),Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Podkarpackie (NUTS 2013),Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Swietokrzyskie (NUTS 2013),Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Podlaskie (NUTS 2013),Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Wielkopolskie,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Zachodniopomorskie,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Lubuskie,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Dolnoslaskie,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Opolskie,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Kujawsko-Pomorskie,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Warminsko-Mazurskie,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Pomorskie,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Nord-Vest,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Centru,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Nord-Est,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Sud-Est,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Sud - Muntenia,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Bucuresti - Ilfov,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Sud-Vest Oltenia,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Vest,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Stockholm,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,�stra Mellansverige,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Sm�land med �arna,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Sydsverige,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,V�stsverige,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Norra Mellansverige,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Mellersta Norrland,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,�vre Norrland,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Istanbul,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,"Tekirdag, Edirne, Kirklareli",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,"Balikesir, �anakkale",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Izmir,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,"Aydin, Denizli, Mugla",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,"Manisa, Afyonkarahisar, K�tahya, Usak",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,"Bursa, Eskisehir, Bilecik",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,"Kocaeli, Sakarya, D�zce, Bolu, Yalova",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,Ankara,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,"Konya, Karaman",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,"Antalya, Isparta, Burdur",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,"Adana, Mersin",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,"Hatay, Kahramanmaras, Osmaniye",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,"Kayseri, Sivas, Yozgat",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,"Zonguldak, Karab�k, Bartin",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,"Kastamonu, �ankiri, Sinop",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,"Samsun, Tokat, �orum, Amasya",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,"Trabzon, Ordu, Giresun, Rize, Artvin, G�m�shane",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,"Erzurum, Erzincan, Bayburt",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,"Agri, Kars, Igdir, Ardahan",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,"Malatya, Elazig, Bing�l, Tunceli",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,"Van, Mus, Bitlis, Hakkari",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,"Gaziantep, Adiyaman, Kilis",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,"Sanliurfa, Diyarbakir",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2001,"Mardin, Batman, Sirnak, Siirt",Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,R�gion de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Severozapaden,Total - all NACE activities,Percentage,Population connected to public water supply (%),99,
2002,Severen tsentralen,Total - all NACE activities,Percentage,Population connected to public water supply (%),99,
2002,Severoiztochen,Total - all NACE activities,Percentage,Population connected to public water supply (%),100,
2002,Yugoiztochen,Total - all NACE activities,Percentage,Population connected to public water supply (%),100,
2002,Yugozapaden,Total - all NACE activities,Percentage,Population connected to public water supply (%),99,
2002,Yuzhen tsentralen,Total - all NACE activities,Percentage,Population connected to public water supply (%),97,
2002,Praha,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Stredn� Cechy,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Jihoz�pad,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Severoz�pad,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Severov�chod,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Jihov�chod,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Stredn� Morava,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Moravskoslezsko,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Stuttgart,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Karlsruhe,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Freiburg,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,T�bingen,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Oberbayern,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Niederbayern,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Oberpfalz,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Oberfranken,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Mittelfranken,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Unterfranken,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Schwaben,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Berlin,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Brandenburg,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Bremen,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Hamburg,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Darmstadt,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Gie�en,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Kassel,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Mecklenburg-Vorpommern,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Braunschweig,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Hannover,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,L�neburg,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Weser-Ems,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,D�sseldorf,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,K�ln,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,M�nster,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Detmold,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Arnsberg,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Koblenz,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Trier,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Rheinhessen-Pfalz,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Saarland,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Dresden,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Chemnitz,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Leipzig,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Sachsen-Anhalt,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Schleswig-Holstein,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Th�ringen,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Croatia,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Jadranska Hrvatska,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Kontinentalna Hrvatska,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Burgenland (AT),Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Nieder�sterreich,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Wien,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,K�rnten,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Steiermark,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Ober�sterreich,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Salzburg,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Tirol,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Vorarlberg,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,L�dzkie (NUTS 2013),Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Mazowieckie (NUTS 2013),Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Malopolskie,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Slaskie,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Lubelskie (NUTS 2013),Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Podkarpackie (NUTS 2013),Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Swietokrzyskie (NUTS 2013),Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Podlaskie (NUTS 2013),Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Wielkopolskie,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Zachodniopomorskie,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
2002,Lubuskie,Total - all NACE activities,Percentage,Population connected to public water supply (%),:,
