"TIME","GEO","WW_TPAR","UNIT","WW_TP","Value","Flag and Footnotes"
"2009","Weser-Ems","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Düsseldorf","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Köln","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Münster","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Detmold","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Arnsberg","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Koblenz","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Trier","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Rheinhessen-Pfalz","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Saarland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Dresden","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Chemnitz","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Leipzig","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Sachsen-Anhalt","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Schleswig-Holstein","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Thüringen","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Estonia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Ireland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Border, Midland and Western (NUTS 2013)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Southern and Eastern (NUTS 2013)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Italy","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Piemonte","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Valle d'Aosta/Vallée d'Aoste","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Liguria","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Lombardia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Provincia Autonoma di Bolzano/Bozen","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Provincia Autonoma di Trento","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Veneto","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Friuli-Venezia Giulia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Emilia-Romagna","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Toscana","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Umbria","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Marche","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Lazio","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Abruzzo","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Molise","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Campania","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Puglia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Basilicata","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Calabria","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Sicilia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Sardegna","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Cyprus","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Kypros","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Latvia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Latvija","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Lithuania","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Luxembourg","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Hungary","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","1.42",""
"2009","Közép-Magyarország (NUTS 2013)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.27",""
"2009","Közép-Dunántúl","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.37",""
"2009","Nyugat-Dunántúl","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2009","Dél-Dunántúl","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.02",""
"2009","Észak-Magyarország","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.2",""
"2009","Észak-Alföld","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.52",""
"2009","Dél-Alföld","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.04",""
"2009","Malta","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","2.64",""
"2009","Netherlands","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2009","Groningen","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2009","Friesland (NL)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2009","Drenthe","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2009","Overijssel","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2009","Gelderland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2009","Flevoland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2009","Utrecht","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2009","Noord-Holland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2009","Zuid-Holland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2009","Zeeland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2009","Noord-Brabant","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2009","Limburg (NL)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2009","Austria","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Burgenland (AT)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Niederösterreich","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Wien","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Kärnten","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Steiermark","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Oberösterreich","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Salzburg","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Tirol","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Vorarlberg","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Poland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Lódzkie (NUTS 2013)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Mazowieckie (NUTS 2013)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.04",""
"2009","Malopolskie","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.19",""
"2009","Slaskie","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.88",""
"2009","Lubelskie (NUTS 2013)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.23",""
"2009","Podkarpackie (NUTS 2013)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.05",""
"2009","Swietokrzyskie (NUTS 2013)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Podlaskie (NUTS 2013)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Wielkopolskie","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.56",""
"2009","Zachodniopomorskie","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.56",""
"2009","Lubuskie","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.01",""
"2009","Dolnoslaskie","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.02",""
"2009","Opolskie","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.12",""
"2009","Kujawsko-Pomorskie","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.11",""
"2009","Warminsko-Mazurskie","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Pomorskie","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.06",""
"2009","Romania","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Nord-Vest","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Centru","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Nord-Est","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Sud-Est","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Sud - Muntenia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Bucuresti - Ilfov","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Sud-Vest Oltenia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Vest","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Slovenia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.9",""
"2009","Vzhodna Slovenija (NUTS 2010)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2009","Zahodna Slovenija (NUTS 2010)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.9",""
"2009","Slovakia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Bratislavský kraj","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Západné Slovensko","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Stredné Slovensko","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Východné Slovensko","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Norway","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Oslo og Akershus","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Hedmark og Oppland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Sør-Østlandet","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Agder og Rogaland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Vestlandet","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Trøndelag","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Nord-Norge","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2009","Serbia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Prov. Brabant Wallon","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Prov. Hainaut","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Prov. Liège","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Prov. Luxembourg (BE)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Prov. Namur","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Bulgaria","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","25.44",""
"2010","Severozapaden","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","4.32",""
"2010","Severen tsentralen","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.55",""
"2010","Severoiztochen","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","18",""
"2010","Yugoiztochen","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Yugozapaden","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","2.57",""
"2010","Yuzhen tsentralen","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Czech Republic","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","3.27",""
"2010","Praha","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Strední Cechy","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.04",""
"2010","Jihozápad","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.14",""
"2010","Severozápad","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.15",""
"2010","Severovýchod","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","1.96",""
"2010","Jihovýchod","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.18",""
"2010","Strední Morava","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Moravskoslezsko","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.8",""
"2010","Germany (until 1990 former territory of the FRG)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Stuttgart","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Karlsruhe","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Freiburg","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Tübingen","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Oberbayern","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","2.43",""
"2010","Niederbayern","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Oberpfalz","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.04",""
"2010","Oberfranken","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.01",""
"2010","Mittelfranken","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.27",""
"2010","Unterfranken","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.07",""
"2010","Schwaben","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Berlin","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Brandenburg","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.17",""
"2010","Bremen","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Hamburg","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Darmstadt","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Gießen","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Kassel","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Mecklenburg-Vorpommern","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.03",""
"2010","Braunschweig","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Hannover","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Lüneburg","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Weser-Ems","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Düsseldorf","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Köln","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Münster","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Detmold","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Arnsberg","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Koblenz","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Trier","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.09",""
"2010","Rheinhessen-Pfalz","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Saarland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.04",""
"2010","Dresden","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.04",""
"2010","Chemnitz","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.02",""
"2010","Leipzig","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.04",""
"2010","Sachsen-Anhalt","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Schleswig-Holstein","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Thüringen","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.42",""
"2010","Estonia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Ireland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Border, Midland and Western (NUTS 2013)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
