"TIME","RBD","WAT_PROC","NACE_R2","UNIT","Value","Flag and Footnotes"
"2011","Mittelelbe-Elde","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Havel","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Tide-Elbe","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Oder / Odra - RBD (DE)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Maas / Meuse - RBD (DE)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Eider - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Schlei-Trave - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Warnow-Peene - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Estonia","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","4.2","e"
"2011","Greece","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","7,221.11","e"
"2011","Western Peloponnese - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","183.1",""
"2011","Northern Peloponnese - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","422.68",""
"2011","Eastern Peloponnese - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","334.32",""
"2011","Western Central Greece - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","348",""
"2011","Epirus - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","313",""
"2011","Attica - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","63.2",""
"2011","Eastern Central Greece - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","723.19",""
"2011","Thessalia - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","1,227",""
"2011","Western Macedonia - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","569.88",""
"2011","Central Macedonia - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","1,191.98",""
"2011","Eastern Macedonia - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","762.81",""
"2011","Thrace - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","690.4",""
"2011","Crete - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","344.1",""
"2011","Aegean Islands - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","47.45",""
"2011","Spain","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","16,381.33","e"
"2011","Miño-Sil - RBD (ES)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","31.511",""
"2011","Galician Coast - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","21.889",""
"2011","Western Cantabrian RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","25.64",""
"2011","Eastern Cantabrian RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","4.786",""
"2011","Duero - RBD (ES)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","2,023.903",""
"2011","Tagus - RBD (ES)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","1,013.392",""
"2011","Guadiana - RBD (ES)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","1,983.964",""
"2011","Guadalquivir - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","2,774.993",""
"2011","Andalusia Mediterranean Basins - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","521.604",""
"2011","Guadalete and Barbate - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","211.461",""
"2011","Tinto, Odiel and Piedras - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","104.016",""
"2011","Segura - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","804.892",""
"2011","Júcar - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","1,690.874",""
"2011","Ebro - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","4,013.184",""
"2011","Catalonia - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","480.468",""
"2011","Balearic Islands - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","58.82",""
"2011","Gran Canaria - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","67.318",""
"2011","Ceuta - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0",""
"2011","France","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Croatia","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Danube - RBD (HR)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Adriatic - RBD (HR)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Italy","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Eastern Alps - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Po - RBD (IT)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Northern Apennines - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Serchio - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Middle Apennines - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Southern Apennines - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Sardinia - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Sicily - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Cyprus","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","47.6",""
"2011","Cyprus - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","47.6",""
"2011","Latvia","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","27.62","e"
"2011","Daugava - RBD (LV)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Gauja (Koiva) - RBD (LV)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Lielupe - RBD (LV)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Venta - RBD (LV)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Lithuania","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","62.17","e"
"2011","Nemunas - RBD (LT)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Venta - RBD (LT)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Lielupe - RBD (LT)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Daugava - RBD (LT)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Luxembourg","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Meuse / Maas - RBD (LU)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Rhine - RBD (LU)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Hungary","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Danube - RBD (HU)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Balaton","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Dráva / Drau (HU)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Danube (HU)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Tisza / Tysa (HU)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Malta","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","25.28",""
"2011","Malta - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","25.28",""
"2011","Netherlands","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","162.2","e"
"2011","Austria","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Poland","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","1,111.159",""
"2011","Danube - RBD (PL)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0",""
"2011","Vistula / Wisla - RBD (PL)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","624.241",""
"2011","Little Vistula","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","56.657",""
"2011","Upper Vistula","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","183.896",""
"2011","Middle Vistula without Bug and Narew","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","245.69",""
"2011","Bug and Narew","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","85.701",""
"2011","Lower Vistula","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","52.298",""
"2011","Swieza - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","1.863",""
"2011","Jarft - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0",""
"2011","Labe / Elbe - RBD (PL)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0",""
"2011","Odra / Oder - RBD (PL)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","473.162",""
"2011","Upper Oder","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","16.2",""
"2011","Middle Oder","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","266.853",""
"2011","Warta","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","157.041",""
"2011","Lower Oder and Western Coast","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","33.069",""
"2011","Pregolya / Prieglius - RBD (PL)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","11.887",""
"2011","Nemunas - RBD (PL)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0.006",""
"2011","Dniester - RBD (PL)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0",""
"2011","Portugal","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Minho and Lima - RBD (PT)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Cavado, Ave and Leca - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Douro - RBD (PT)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Vouga, Mondego and Lis - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Tagus and Western Basins - RBD (PT)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Sado and Mira - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Guadiana - RBD (PT)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Algarve Basins - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Azores - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Madeira - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Slovenia","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","1.63",""
"2011","Danube - RBD (SI)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","1.44",""
"2011","North Adriatic - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0.19",""
"2011","Sweden","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Bothnian Bay - RBD (SE)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Bothnian Sea - RBD (SE)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","North Baltic Sea - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","South Baltic Sea - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Skagerrak and Kattegat - RBD (SE)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Iceland","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","96","e"
"2011","Switzerland","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Rhine - RBD (CH)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Rhône - RBD (CH)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Po - RBD (CH)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Danube - RBD (CH)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Serbia","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","98.4","e"
"2011","Turkey","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Belgium","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Scheldt/Escaut - RBD (BE-Brussels)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0.01",""
"2012","Schelde/Escaut - RBD (BE-Flemish region)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","31.65",""
"2012","Maas/Meuse - RBD (BE-Flemish region)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","8.6",""
"2012","Bulgaria","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","295.83",""
"2012","Danube - RBD (BG)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","18.14",""
"2012","Black Sea - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","6.25",""
"2012","East Aegean - RBD (BG)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","263.53",""
"2012","West Aegean - RBD (BG)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","7.91",""
"2012","Czech Republic","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","51.5",""
"2012","Danube - RBD (CZ)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","23.8",""
"2012","Dyje / Thaya","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","19.9",""
"2012","Other tributaries of the Danube","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0",""
"2012","Morava / March (CZ)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","3.8",""
"2012","Labe / Elbe - RBD (CZ)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","25.8",""
"2012","Upper and middle Labe / Elbe (CZ)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","10.4",""
"2012","Upper Vltava / Moldau","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","2",""
"2012","Berounka","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","1.6",""
"2012","Lower Vltava / Moldau","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","2.4",""
"2012","Ohre and lower Labe / Elbe (CZ)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","9.3",""
"2012","Odra / Oder - RBD (CZ)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","1.9",""
"2012","Upper Odra / Oder","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","1.8",""
"2012","Luzická Nisa and other tributaries of the Odra / Oder","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0.1",""
"2012","Germany (until 1990 former territory of the FRG)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Danube - RBD (DE)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Rhine - RBD (DE)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Lake Constance/Alpine Rhine","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Hochrhein","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Oberrhein","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Neckar","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Main","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Moselle-Saar (DE)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Middle Rhine","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Lower Rhine","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Rhine delta","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Ems - RBD (DE)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Upper Ems, Ems-Nordradde, Hase","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Leda-Jümme, lower Ems, Ems-estuary","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Weser - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Werra","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Fulda-Diemel","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Weser","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Aller","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Leine","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Tide-Weser","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Elbe / Labe - RBD (DE)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Mulde-Elbe-Schwarze Elster","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Mittelelbe-Elde","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Havel","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Tide-Elbe","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Oder / Odra - RBD (DE)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Maas / Meuse - RBD (DE)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Eider - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Schlei-Trave - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Warnow-Peene - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2012","Estonia","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","4.7","e"
"2012","Greece","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","7,221.11","e"
"2012","Western Peloponnese - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","183.1",""
"2012","Northern Peloponnese - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","422.68",""
"2012","Eastern Peloponnese - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","334.32",""
"2012","Western Central Greece - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","348",""
"2012","Epirus - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","313",""
"2012","Attica - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","63.2",""
"2012","Eastern Central Greece - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","723.19",""
"2012","Thessalia - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","1,227",""
"2012","Western Macedonia - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","569.88",""
"2012","Central Macedonia - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","1,191.98",""
"2012","Eastern Macedonia - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","762.81",""
"2012","Thrace - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","690.4",""
"2012","Crete - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","344.1",""
"2012","Aegean Islands - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","47.45",""
"2012","Spain","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","15,866.08","e"
"2012","Miño-Sil - RBD (ES)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","29.357",""
"2012","Galician Coast - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","20.393",""
